store_id,store_name,product_category,date,Unit sales,DOLLAR SALES,store_zip,promotion_flag
LA010,Store_10,Produce,12/16/24,40.0,95.74,900XX,FALSE
LA008,Store_8,Snacks,12/16/24,17.0,492.77,90019,TRUE
LA007,Store_7,Beverages,12/16/24,21.0,769.06,90002,
LA009,Store_9,Household,12/16/24,11.0,447.42,90026,TRUE
LA010,Store_10,Personal Care,12/16/24,37.0,428.14,90006,FALSE
LA005,Store_5,Snacks,12/16/24,23.0,692.16,90002,
LA001,Store_1,household,12/16/24,48.0,529.73,90024,TRUE
LA007,Store_7,Household,12/16/24,4.0,598.5,90024,TRUE
LA002,Store_2,Beverages,12/16/24,2.0,489.19,900XX,FALSE
LA010,Store_10,Snacks,12/16/24,45.0,428.03,900XX,FALSE
LA006,Store_6,Snacks,12/16/24,44.0,193.26,90029,FALSE
LA003,Store_3,Household,12/16/24,13.0,452.29,90029,TRUE
LA005,Store_5,Household,12/16/24,26.0,726.1,90003,TRUE
LA010,Store_10,Beverages,12/16/24,34.0,432.99,90029,FALSE
LA009,Store_9,Snacks,12/16/24,21.0,188.07,90021,TRUE
LA001,Store_1,Personal Care,12/16/24,37.0,454.29,90031,FALSE
LA005,Store_5,Personal Care,12/16/24,50.0,817.08,90027,TRUE
LA006,Store_6,Produce,12/16/24,44.0,691.32,90015,TRUE
LA004,Store_4,Household,12/16/24,42.0,152.92,90008,TRUE
LA003,Store_3,Produce,12/16/24,20.0,423.1,90015,TRUE
LA004,Store_4,Produce,12/16/24,,712.81,90019,TRUE
LA008,Store_8,Beverages,12/16/24,6.0,289.38,90003,FALSE
LA006,Store_6,Beverages,12/16/24,47.0,760.05,90020,TRUE
LA009,Store_9,Personal Care,12/16/24,34.0,234.11,90008,FALSE
LA006,Store_6,Snacks,12/16/24,48.0,219.98,90005,TRUE
LA005,Store_5,Household,12/16/24,4.0,446.42,90004,FALSE
LA008,Store_8,Household,12/16/24,10.0,333.07,90031,TRUE
LA001,Store_1,Produce,12/16/24,25.0,285.25,90013,TRUE
LA009,Store_9,Snacks,12/16/24,26.0,835.48,90011,TRUE
LA005,Store_5,Produce,12/16/24,41.0,292.29,90024,TRUE
LA005,Store_5,Snacks,12/16/24,27.0,834.58,90015,TRUE
LA003,Store_3,Personal Care,12/16/24,27.0,545.88,90027,TRUE
