store_id,store_name,product_category,date,Unit sales,DOLLAR SALES,store_zip,promotion_flag
LA005,Store_5,Beverages,12/25/24,36,590.21,90029,FALSE
LA004,Store_4,Produce,12/25/24,46,260.16,90020,FALSE
LA003,Store_3,Snacks,12/25/24,29,387.13,90031,TRUE
LA010,Store_10,Produce,12/25/24,24,809.13,90016,TRUE
LA009,Store_9,Snacks,12/25/24,42,855.84,90014,
LA003,Store_3,Snacks,12/25/24,23,228.33,90013,FALSE
LA002,Store_2,beverages,12/25/24,14,424.19,90033,TRUE
LA007,Store_7,Produce,12/25/24,7,509.25,90033,TRUE
LA010,Store_10,Snacks,12/25/24,28,292.83,90007,
LA008,Store_8,Household,12/25/24,8,412.98,90020,TRUE
LA005,Store_5,personal care,12/25/24,30,263.09,90014,
LA009,Store_9,Beverages,12/25/24,2,71.81,900XX,FALSE
LA005,Store_5,Household,12/25/24,36,699.41,90002,FALSE
LA008,Store_8,Beverages,12/25/24,40,101.44,90031,
LA002,Store_2,Snacks,12/25/24,6,180.13,90013,TRUE
LA001,Store_1,Beverages,12/25/24,20,76.79,90021,FALSE
LA005,Store_5,Produce,12/25/24,8,122.4,90028,FALSE
LA008,Store_8,Personal Care,12/25/24,37,435.35,90010,FALSE
LA004,Store_4,household,12/25/24,23,507.08,90025,TRUE
LA002,Store_2,snacks,12/25/24,1,606.74,90014,TRUE
LA006,Store_6,Personal Care,12/25/24,33,774.03,90011,TRUE
LA009,Store_9,produce,12/25/24,24,353.16,90021,FALSE
LA004,Store_4,snacks,12/25/24,20,856.83,90004,TRUE
LA002,Store_2,Snacks,12/25/24,2,433.85,90013,TRUE
LA006,Store_6,Produce,12/25/24,28,462.05,900XX,TRUE
LA001,Store_1,Snacks,12/25/24,13,368.4,90018,FALSE
LA002,Store_2,Produce,12/25/24,15,112.52,90020,TRUE
LA009,Store_9,produce,12/25/24,45,647.08,90004,FALSE
