store_id,store_name,product_category,date,Unit sales,DOLLAR SALES,store_zip,promotion_flag
LA003,Store_3,produce,12/13/24,1.0,564.08,90016,FALSE
LA009,Store_9,Personal Care,12/13/24,16.0,203.02,90016,TRUE
LA010,Store_10,Produce,12/13/24,18.0,561.59,90031,TRUE
LA003,Store_3,household,12/13/24,,769.91,90031,FALSE
LA002,Store_2,snacks,12/13/24,11.0,608.16,90026,TRUE
LA008,Store_8,Household,12/13/24,6.0,693.98,90033,TRUE
LA007,Store_7,Beverages,12/13/24,9.0,118.6,90012,TRUE
LA004,Store_4,Beverages,12/13/24,41.0,480.76,900XX,FALSE
LA007,Store_7,Household,12/13/24,37.0,895.57,90005,FALSE
LA009,Store_9,Snacks,12/13/24,12.0,796.46,90011,TRUE
LA002,Store_2,beverages,12/13/24,14.0,721.61,90015,
LA006,Store_6,Produce,12/13/24,,189.06,90029,FALSE
LA009,Store_9,Beverages,12/13/24,22.0,313.81,90021,TRUE
LA004,Store_4,Household,12/13/24,31.0,825.39,90024,TRUE
LA008,Store_8,Personal Care,12/13/24,30.0,707.75,90027,FALSE
LA010,Store_10,Household,12/13/24,2.0,195.35,90029,FALSE
LA002,Store_2,Household,12/13/24,22.0,885.42,90031,FALSE
LA003,Store_3,Household,12/13/24,21.0,641.76,90003,TRUE
LA006,Store_6,Household,12/13/24,20.0,165.76,90002,TRUE
LA008,Store_8,Snacks,12/13/24,10.0,179.29,90027,FALSE
LA006,Store_6,beverages,12/13/24,34.0,612.28,90027,
LA007,Store_7,Personal Care,12/13/24,20.0,839.78,90021,FALSE
LA008,Store_8,Beverages,12/13/24,43.0,673.54,900XX,TRUE
LA006,Store_6,Household,12/13/24,21.0,697.78,90010,FALSE
LA002,Store_2,personal care,12/13/24,7.0,193.85,90012,FALSE
LA010,Store_10,Beverages,12/13/24,22.0,491.11,900XX,
LA001,Store_1,beverages,12/13/24,26.0,169.29,90020,FALSE
LA010,Store_10,Household,12/13/24,46.0,684.98,90003,FALSE
LA010,Store_10,snacks,12/13/24,20.0,619.19,90016,TRUE
