store_id,store_name,product_category,date,Unit sales,DOLLAR SALES,store_zip,promotion_flag
LA010,Store_10,Personal Care,12/30/24,,334.1,90032,FALSE
LA008,Store_8,Produce,12/30/24,42.0,148.73,90012,FALSE
LA008,Store_8,Personal Care,12/30/24,31.0,808.45,900XX,FALSE
LA004,Store_4,Produce,12/30/24,39.0,702.43,90024,FALSE
LA008,Store_8,Beverages,12/30/24,34.0,809.34,90013,FALSE
LA002,Store_2,Personal Care,12/30/24,36.0,865.87,90019,TRUE
LA008,Store_8,Produce,12/30/24,48.0,172.59,90032,FALSE
LA003,Store_3,personal care,12/30/24,18.0,91.31,90031,TRUE
LA009,Store_9,Produce,12/30/24,38.0,687.9,90004,TRUE
LA006,Store_6,Beverages,12/30/24,8.0,403.29,90004,TRUE
LA010,Store_10,Personal Care,12/30/24,,392.48,90027,TRUE
LA010,Store_10,Personal Care,12/30/24,1.0,234.06,90010,TRUE
LA006,Store_6,Personal Care,12/30/24,42.0,276.68,90008,FALSE
LA008,Store_8,produce,12/30/24,21.0,805.1,90017,TRUE
LA007,Store_7,Beverages,12/30/24,29.0,314.76,90031,TRUE
LA004,Store_4,Personal Care,12/30/24,50.0,482.06,90011,TRUE
LA010,Store_10,Household,12/30/24,50.0,362.65,90006,TRUE
LA006,Store_6,Snacks,12/30/24,27.0,703.98,90034,FALSE
LA006,Store_6,household,12/30/24,48.0,290.66,90020,FALSE
LA001,Store_1,Snacks,12/30/24,27.0,324.71,90016,TRUE
LA004,Store_4,Household,12/30/24,24.0,31.07,90014,TRUE
LA004,Store_4,Snacks,12/30/24,7.0,76.24,90027,FALSE
LA001,Store_1,Snacks,12/30/24,46.0,443.47,90021,TRUE
LA002,Store_2,household,12/30/24,24.0,399.93,90017,TRUE
LA006,Store_6,Snacks,12/30/24,10.0,534.93,90019,TRUE
LA006,Store_6,Household,12/30/24,19.0,623.72,90028,FALSE
