store_id,store_name,product_category,date,Unit sales,DOLLAR SALES,store_zip,promotion_flag
LA009,Store_9,household,12/21/24,7.0,458.91,90015,FALSE
LA004,Store_4,Snacks,12/21/24,,578.59,90016,FALSE
LA004,Store_4,Beverages,12/21/24,46.0,826.25,90027,FALSE
LA002,Store_2,produce,12/21/24,29.0,134.83,90031,TRUE
LA010,Store_10,household,12/21/24,48.0,357.86,900XX,FALSE
LA003,Store_3,Produce,12/21/24,3.0,804.49,90016,TRUE
LA007,Store_7,Snacks,12/21/24,1.0,53.31,90007,FALSE
LA004,Store_4,Beverages,12/21/24,1.0,310.03,90025,TRUE
LA003,Store_3,Beverages,12/21/24,7.0,735.91,90024,TRUE
LA009,Store_9,Snacks,12/21/24,14.0,104.24,90001,FALSE
LA001,Store_1,Snacks,12/21/24,43.0,735.43,90013,
LA004,Store_4,Personal Care,12/21/24,7.0,644.15,90034,TRUE
LA005,Store_5,Personal Care,12/21/24,41.0,629.72,90028,FALSE
LA003,Store_3,Household,12/21/24,43.0,439.1,90021,FALSE
LA007,Store_7,Produce,12/21/24,46.0,889.66,90021,TRUE
LA005,Store_5,Snacks,12/21/24,40.0,80.66,90017,TRUE
LA007,Store_7,Beverages,12/21/24,47.0,542.29,90027,TRUE
LA005,Store_5,Beverages,12/21/24,27.0,586.76,90001,FALSE
LA006,Store_6,Personal Care,12/21/24,43.0,889.65,90026,FALSE
LA009,Store_9,Snacks,12/21/24,5.0,784.18,900XX,TRUE
LA004,Store_4,produce,12/21/24,14.0,220.32,900XX,FALSE
LA003,Store_3,Produce,12/21/24,39.0,231.58,90016,TRUE
LA005,Store_5,Snacks,12/21/24,24.0,364.44,90016,FALSE
LA003,Store_3,Snacks,12/21/24,,349.46,90028,FALSE
LA010,Store_10,Personal Care,12/21/24,17.0,348.6,90011,FALSE
LA002,Store_2,Snacks,12/21/24,13.0,13.72,90027,FALSE
LA007,Store_7,Snacks,12/21/24,24.0,351.79,90020,TRUE
LA002,Store_2,Personal Care,12/21/24,49.0,398.31,90034,FALSE
LA009,Store_9,Household,12/21/24,42.0,352.95,90008,TRUE
LA006,Store_6,Beverages,12/21/24,42.0,141.62,90025,TRUE
LA010,Store_10,Produce,12/21/24,,696.17,90034,TRUE
LA009,Store_9,Snacks,12/21/24,28.0,235.06,90019,FALSE
LA010,Store_10,Snacks,12/21/24,47.0,783.78,90020,FALSE
LA003,Store_3,Produce,12/21/24,26.0,632.12,900XX,FALSE
LA001,Store_1,snacks,12/21/24,42.0,266.62,90006,TRUE
LA004,Store_4,Personal Care,12/21/24,29.0,514.71,90007,TRUE
LA004,Store_4,Snacks,12/21/24,40.0,107.18,90003,FALSE
LA002,Store_2,Household,12/21/24,,218.95,90028,TRUE
LA005,Store_5,Beverages,12/21/24,3.0,96.19,90001,FALSE
LA008,Store_8,Household,12/21/24,22.0,340.0,90012,FALSE
LA007,Store_7,Beverages,12/21/24,22.0,727.58,900XX,FALSE
LA003,Store_3,beverages,12/21/24,18.0,856.45,90008,FALSE
LA009,Store_9,Produce,12/21/24,,577.89,90012,
LA006,Store_6,Household,12/21/24,15.0,550.02,90021,FALSE
LA007,Store_7,Snacks,12/21/24,45.0,815.63,90011,TRUE
LA009,Store_9,Personal Care,12/21/24,,453.15,900XX,FALSE
LA003,Store_3,Beverages,12/21/24,35.0,224.4,90028,TRUE
LA002,Store_2,Beverages,12/21/24,21.0,813.36,90008,FALSE
LA002,Store_2,Personal Care,12/21/24,32.0,90.49,90032,TRUE
LA006,Store_6,Snacks,12/21/24,36.0,869.96,90008,TRUE
LA005,Store_5,beverages,12/21/24,38.0,844.12,90004,TRUE
LA006,Store_6,Personal Care,12/21/24,20.0,65.08,90032,FALSE
LA006,Store_6,Produce,12/21/24,39.0,535.79,90001,FALSE
LA006,Store_6,household,12/21/24,32.0,615.18,90011,TRUE
LA010,Store_10,Personal Care,12/21/24,8.0,253.37,90020,TRUE
LA008,Store_8,Snacks,12/21/24,22.0,145.9,90032,TRUE
LA001,Store_1,Produce,12/21/24,47.0,358.71,90025,TRUE
LA001,Store_1,Household,12/21/24,31.0,891.38,90014,FALSE
LA005,Store_5,Produce,12/21/24,36.0,360.46,90028,TRUE
LA005,Store_5,Produce,12/21/24,29.0,629.4,90005,TRUE
LA001,Store_1,Personal Care,12/21/24,10.0,345.13,90025,TRUE
LA002,Store_2,Snacks,12/21/24,4.0,114.44,90012,TRUE
LA007,Store_7,Beverages,12/21/24,32.0,279.39,90006,FALSE
LA002,Store_2,Snacks,12/21/24,42.0,406.16,900XX,TRUE
LA008,Store_8,Personal Care,12/21/24,38.0,519.95,90010,TRUE
LA010,Store_10,Snacks,12/21/24,45.0,395.95,90004,TRUE
LA007,Store_7,Beverages,12/21/24,35.0,707.29,90003,TRUE
LA004,Store_4,Beverages,12/21/24,39.0,628.74,900XX,FALSE
LA002,Store_2,personal care,12/21/24,11.0,88.16,90028,
LA002,Store_2,Household,12/21/24,11.0,386.52,90001,TRUE
LA009,Store_9,Household,12/21/24,29.0,134.47,90012,FALSE
LA010,Store_10,Produce,12/21/24,43.0,739.59,90007,TRUE
LA003,Store_3,Produce,12/21/24,18.0,124.36,90003,FALSE
LA007,Store_7,Produce,12/21/24,6.0,850.82,90026,TRUE
