store_id,store_name,product_category,date,Unit sales,DOLLAR SALES,store_zip,promotion_flag
LA004,Store_4,Produce,12/26/24,19,638.21,90001,FALSE
LA005,Store_5,Produce,12/26/24,44,71.81,90033,TRUE
LA008,Store_8,Beverages,12/26/24,17,794.32,90028,FALSE
LA008,Store_8,Snacks,12/26/24,31,107.35,90020,FALSE
LA004,Store_4,Produce,12/26/24,50,93.58,90027,FALSE
LA006,Store_6,Household,12/26/24,17,334.22,900XX,FALSE
LA009,Store_9,Personal Care,12/26/24,18,620.35,90001,FALSE
LA004,Store_4,Produce,12/26/24,2,227.49,90015,TRUE
LA004,Store_4,Snacks,12/26/24,18,790.66,90033,TRUE
LA005,Store_5,Household,12/26/24,26,534.34,90010,TRUE
LA010,Store_10,Household,12/26/24,8,395.78,90029,FALSE
LA002,Store_2,Snacks,12/26/24,10,425.02,90011,TRUE
LA005,Store_5,Beverages,12/26/24,1,413.93,90031,TRUE
LA008,Store_8,Snacks,12/26/24,1,54.41,90033,TRUE
LA002,Store_2,Produce,12/26/24,13,394.53,90011,FALSE
LA006,Store_6,Snacks,12/26/24,7,804.8,90021,FALSE
LA006,Store_6,Produce,12/26/24,13,232.52,90007,TRUE
LA005,Store_5,Snacks,12/26/24,25,706.34,90004,FALSE
LA006,Store_6,Household,12/26/24,28,425.23,90016,
LA009,Store_9,snacks,12/26/24,9,557.54,90008,FALSE
LA003,Store_3,Personal Care,12/26/24,4,682.25,90014,FALSE
LA009,Store_9,Beverages,12/26/24,18,748.61,90012,FALSE
LA010,Store_10,Household,12/26/24,8,669.02,90027,TRUE
LA009,Store_9,snacks,12/26/24,44,579.3,90024,TRUE
LA008,Store_8,Produce,12/26/24,1,146.19,90018,TRUE
LA002,Store_2,Personal Care,12/26/24,4,834.18,90017,TRUE
LA009,Store_9,Personal Care,12/26/24,43,559.27,90024,
LA003,Store_3,Produce,12/26/24,48,632.67,90017,TRUE
LA010,Store_10,Household,12/26/24,45,721.87,90031,TRUE
LA005,Store_5,Personal Care,12/26/24,38,279.46,90033,FALSE
LA001,Store_1,Household,12/26/24,30,795.36,90001,FALSE
LA009,Store_9,Personal Care,12/26/24,46,477.3,90006,FALSE
LA010,Store_10,Produce,12/26/24,49,596.02,90003,FALSE
LA007,Store_7,Personal Care,12/26/24,37,640.57,90025,TRUE
LA006,Store_6,Personal Care,12/26/24,40,748.6,900XX,
