store_id,store_name,product_category,date,Unit sales,DOLLAR SALES,store_zip,promotion_flag
LA009,Store_9,Produce,12/6/24,44.0,681.72,90003,FALSE
LA002,Store_2,Beverages,12/6/24,36.0,813.57,90019,FALSE
LA009,Store_9,Produce,12/6/24,32.0,90.94,90029,TRUE
LA009,Store_9,Personal Care,12/6/24,30.0,608.76,90001,TRUE
LA004,Store_4,Beverages,12/6/24,45.0,66.75,90034,FALSE
LA001,Store_1,Produce,12/6/24,50.0,580.96,90015,FALSE
LA008,Store_8,Snacks,12/6/24,44.0,868.09,90005,FALSE
LA002,Store_2,Personal Care,12/6/24,9.0,657.79,90001,FALSE
LA008,Store_8,Personal Care,12/6/24,25.0,742.79,90013,TRUE
LA002,Store_2,snacks,12/6/24,2.0,224.19,900XX,FALSE
LA010,Store_10,Beverages,12/6/24,3.0,368.02,90007,TRUE
LA003,Store_3,Household,12/6/24,47.0,522.74,90028,FALSE
LA004,Store_4,Produce,12/6/24,34.0,206.73,90002,TRUE
LA007,Store_7,Beverages,12/6/24,42.0,607.49,90012,FALSE
LA003,Store_3,Produce,12/6/24,31.0,224.46,90032,FALSE
LA001,Store_1,Snacks,12/6/24,9.0,355.69,90012,FALSE
LA006,Store_6,produce,12/6/24,25.0,609.57,90032,TRUE
LA008,Store_8,Household,12/6/24,1.0,198.51,90027,FALSE
LA004,Store_4,Produce,12/6/24,16.0,501.35,90014,FALSE
LA005,Store_5,Personal Care,12/6/24,30.0,97.76,90017,FALSE
LA004,Store_4,Snacks,12/6/24,,779.04,90001,FALSE
LA005,Store_5,Household,12/6/24,37.0,751.69,90024,FALSE
LA005,Store_5,Snacks,12/6/24,42.0,668.24,90027,TRUE
LA003,Store_3,Snacks,12/6/24,35.0,891.39,90018,
LA002,Store_2,Beverages,12/6/24,27.0,132.37,90003,TRUE
LA004,Store_4,Household,12/6/24,41.0,603.41,90017,TRUE
LA001,Store_1,Snacks,12/6/24,,481.18,90011,
LA007,Store_7,Produce,12/6/24,7.0,476.7,90021,FALSE
LA005,Store_5,Beverages,12/6/24,26.0,418.51,90026,TRUE
LA001,Store_1,snacks,12/6/24,31.0,59.94,900XX,FALSE
LA007,Store_7,Household,12/6/24,7.0,806.36,90008,FALSE
LA005,Store_5,beverages,12/6/24,18.0,810.39,90002,FALSE
LA001,Store_1,Personal Care,12/6/24,46.0,740.6,90011,TRUE
LA010,Store_10,Snacks,12/6/24,35.0,305.24,90005,TRUE
LA009,Store_9,Household,12/6/24,28.0,216.61,900XX,FALSE
LA006,Store_6,household,12/6/24,29.0,446.64,90014,FALSE
LA002,Store_2,Household,12/6/24,46.0,75.42,90014,TRUE
LA007,Store_7,Beverages,12/6/24,20.0,405.81,90004,TRUE
LA007,Store_7,Personal Care,12/6/24,7.0,33.37,90003,FALSE
LA007,Store_7,snacks,12/6/24,6.0,655.11,90008,TRUE
LA007,Store_7,Household,12/6/24,32.0,139.88,90010,FALSE
LA002,Store_2,Produce,12/6/24,32.0,538.49,90004,TRUE
LA007,Store_7,Personal Care,12/6/24,22.0,401.8,90031,TRUE
LA005,Store_5,Produce,12/6/24,12.0,868.47,90011,FALSE
