store_id,store_name,product_category,date,Unit sales,DOLLAR SALES,store_zip,promotion_flag
LA003,Store_3,Beverages,12/27/24,44.0,434.01,90028,TRUE
LA002,Store_2,Produce,12/27/24,25.0,682.67,90003,FALSE
LA002,Store_2,beverages,12/27/24,24.0,549.81,90034,TRUE
LA008,Store_8,Personal Care,12/27/24,13.0,234.72,90011,TRUE
LA007,Store_7,Produce,12/27/24,2.0,569.91,90007,
LA003,Store_3,Household,12/27/24,37.0,496.46,900XX,FALSE
LA004,Store_4,Personal Care,12/27/24,33.0,323.37,90019,TRUE
LA008,Store_8,Snacks,12/27/24,37.0,79.55,90011,FALSE
LA004,Store_4,personal care,12/27/24,15.0,740.98,90031,FALSE
LA002,Store_2,Produce,12/27/24,5.0,485.64,90018,FALSE
LA007,Store_7,Personal Care,12/27/24,8.0,528.67,90010,TRUE
LA006,Store_6,Produce,12/27/24,49.0,62.86,90031,TRUE
LA004,Store_4,Personal Care,12/27/24,45.0,753.15,90013,FALSE
LA010,Store_10,Beverages,12/27/24,31.0,852.47,90002,FALSE
LA009,Store_9,Household,12/27/24,20.0,705.57,90008,
LA001,Store_1,produce,12/27/24,25.0,616.93,90019,FALSE
LA007,Store_7,Snacks,12/27/24,36.0,132.62,90033,FALSE
LA006,Store_6,Snacks,12/27/24,16.0,216.51,90008,TRUE
LA001,Store_1,Produce,12/27/24,5.0,60.42,90011,
LA006,Store_6,Produce,12/27/24,9.0,549.45,90004,TRUE
LA005,Store_5,Produce,12/27/24,48.0,733.95,90032,FALSE
LA006,Store_6,Household,12/27/24,16.0,478.89,90026,TRUE
LA001,Store_1,Snacks,12/27/24,40.0,442.72,900XX,TRUE
LA005,Store_5,Produce,12/27/24,47.0,736.58,90008,FALSE
LA002,Store_2,beverages,12/27/24,38.0,351.92,90003,FALSE
LA008,Store_8,snacks,12/27/24,3.0,209.76,90025,TRUE
LA005,Store_5,household,12/27/24,39.0,681.49,90031,TRUE
LA001,Store_1,Personal Care,12/27/24,28.0,706.53,90028,TRUE
LA009,Store_9,Household,12/27/24,35.0,422.52,90020,FALSE
LA003,Store_3,Snacks,12/27/24,16.0,127.37,900XX,FALSE
LA002,Store_2,Personal Care,12/27/24,37.0,361.2,90013,FALSE
LA010,Store_10,household,12/27/24,21.0,754.04,90016,FALSE
LA001,Store_1,Household,12/27/24,36.0,203.88,900XX,FALSE
LA010,Store_10,Beverages,12/27/24,17.0,691.72,90032,TRUE
LA003,Store_3,personal care,12/27/24,15.0,111.86,900XX,FALSE
LA010,Store_10,Personal Care,12/27/24,4.0,857.02,90010,
LA006,Store_6,Beverages,12/27/24,23.0,107.16,90004,TRUE
LA004,Store_4,Household,12/27/24,44.0,380.21,90033,TRUE
LA006,Store_6,Household,12/27/24,27.0,808.68,90011,TRUE
LA006,Store_6,produce,12/27/24,2.0,104.55,90012,FALSE
LA004,Store_4,Personal Care,12/27/24,,656.37,90024,TRUE
LA004,Store_4,Personal Care,12/27/24,47.0,382.09,90032,TRUE
LA010,Store_10,Personal Care,12/27/24,21.0,249.57,90011,FALSE
