store_id,store_name,product_category,date,Unit sales,DOLLAR SALES,store_zip,promotion_flag
LA010,Store_10,Household,12/7/24,26.0,334.86,90007,TRUE
LA009,Store_9,snacks,12/7/24,14.0,400.22,90026,FALSE
LA008,Store_8,household,12/7/24,43.0,147.19,90014,FALSE
LA010,Store_10,Personal Care,12/7/24,45.0,382.29,900XX,TRUE
LA002,Store_2,Household,12/7/24,40.0,49.42,90025,FALSE
LA007,Store_7,beverages,12/7/24,33.0,674.7,90026,FALSE
LA006,Store_6,Personal Care,12/7/24,10.0,317.02,900XX,FALSE
LA002,Store_2,produce,12/7/24,22.0,415.25,90017,TRUE
LA008,Store_8,Snacks,12/7/24,20.0,49.77,90001,TRUE
LA003,Store_3,Produce,12/7/24,36.0,152.52,90016,FALSE
LA003,Store_3,Snacks,12/7/24,48.0,556.56,90020,TRUE
LA004,Store_4,Beverages,12/7/24,35.0,176.39,90016,FALSE
LA009,Store_9,Household,12/7/24,40.0,359.36,90013,TRUE
LA005,Store_5,Personal Care,12/7/24,9.0,288.74,90004,TRUE
LA009,Store_9,Personal Care,12/7/24,25.0,386.5,90019,TRUE
LA009,Store_9,Household,12/7/24,21.0,759.37,90032,TRUE
LA008,Store_8,snacks,12/7/24,33.0,591.23,90017,FALSE
LA008,Store_8,Personal Care,12/7/24,,687.34,90010,FALSE
LA003,Store_3,Personal Care,12/7/24,50.0,450.83,90020,FALSE
LA009,Store_9,Beverages,12/7/24,29.0,496.25,90004,TRUE
LA005,Store_5,Beverages,12/7/24,23.0,777.36,900XX,TRUE
LA004,Store_4,Personal Care,12/7/24,46.0,553.13,90021,TRUE
LA004,Store_4,Personal Care,12/7/24,18.0,541.2,90026,FALSE
LA009,Store_9,Beverages,12/7/24,49.0,709.27,90010,TRUE
LA003,Store_3,Household,12/7/24,49.0,760.76,90005,FALSE
LA007,Store_7,Beverages,12/7/24,50.0,92.85,90010,FALSE
LA008,Store_8,Household,12/7/24,50.0,763.98,900XX,FALSE
LA002,Store_2,Snacks,12/7/24,28.0,744.11,90012,FALSE
LA009,Store_9,Personal Care,12/7/24,22.0,805.8,90002,FALSE
LA001,Store_1,produce,12/7/24,1.0,892.74,90026,FALSE
LA003,Store_3,Household,12/7/24,24.0,232.85,90033,TRUE
LA007,Store_7,Produce,12/7/24,6.0,636.29,900XX,TRUE
LA010,Store_10,Snacks,12/7/24,,629.08,90032,TRUE
LA008,Store_8,snacks,12/7/24,7.0,101.85,90011,TRUE
LA003,Store_3,personal care,12/7/24,,588.52,90027,TRUE
LA007,Store_7,Snacks,12/7/24,6.0,807.97,90004,FALSE
LA006,Store_6,Household,12/7/24,16.0,256.5,900XX,FALSE
LA001,Store_1,Household,12/7/24,39.0,463.48,90011,TRUE
LA008,Store_8,Produce,12/7/24,39.0,73.2,90001,FALSE
LA003,Store_3,Personal Care,12/7/24,35.0,617.82,90028,TRUE
LA001,Store_1,Beverages,12/7/24,26.0,460.88,90018,FALSE
LA007,Store_7,personal care,12/7/24,10.0,256.95,90018,TRUE
LA009,Store_9,Personal Care,12/7/24,42.0,616.14,900XX,TRUE
LA001,Store_1,Snacks,12/7/24,40.0,551.86,90027,TRUE
LA002,Store_2,produce,12/7/24,11.0,451.81,90018,FALSE
LA003,Store_3,Household,12/7/24,8.0,696.57,900XX,FALSE
LA009,Store_9,personal care,12/7/24,32.0,415.13,90017,TRUE
LA006,Store_6,Beverages,12/7/24,44.0,653.27,90018,
LA001,Store_1,Snacks,12/7/24,10.0,169.28,90002,FALSE
LA004,Store_4,Snacks,12/7/24,21.0,251.42,900XX,TRUE
LA003,Store_3,Personal Care,12/7/24,26.0,71.34,90011,FALSE
LA006,Store_6,snacks,12/7/24,,188.6,90011,TRUE
LA008,Store_8,Snacks,12/7/24,50.0,183.93,90028,TRUE
LA001,Store_1,Beverages,12/7/24,23.0,575.99,90001,TRUE
LA007,Store_7,Household,12/7/24,34.0,884.97,90002,TRUE
LA005,Store_5,produce,12/7/24,34.0,377.62,90016,TRUE
LA010,Store_10,produce,12/7/24,26.0,76.6,90015,TRUE
LA004,Store_4,Household,12/7/24,26.0,633.65,90012,TRUE
LA002,Store_2,Produce,12/7/24,38.0,106.99,90016,FALSE
