store_id,store_name,product_category,date,Unit sales,DOLLAR SALES,store_zip,promotion_flag
LA006,Store_6,Produce,12/23/24,45.0,248.04,90001,TRUE
LA009,Store_9,Personal Care,12/23/24,27.0,136.23,90001,FALSE
LA003,Store_3,Household,12/23/24,44.0,352.42,90031,FALSE
LA003,Store_3,Produce,12/23/24,19.0,328.0,90004,TRUE
LA001,Store_1,Produce,12/23/24,22.0,543.65,90005,FALSE
LA010,Store_10,Household,12/23/24,18.0,825.45,90034,TRUE
LA001,Store_1,Produce,12/23/24,10.0,295.03,90027,FALSE
LA002,Store_2,snacks,12/23/24,18.0,138.75,90005,FALSE
LA006,Store_6,Snacks,12/23/24,27.0,545.55,90005,TRUE
LA007,Store_7,Snacks,12/23/24,32.0,483.9,90014,FALSE
LA009,Store_9,Produce,12/23/24,16.0,331.92,90032,
LA009,Store_9,Produce,12/23/24,4.0,821.11,90032,TRUE
LA005,Store_5,Personal Care,12/23/24,27.0,225.82,90002,TRUE
LA003,Store_3,Beverages,12/23/24,28.0,340.8,90025,FALSE
LA010,Store_10,Beverages,12/23/24,10.0,80.3,900XX,FALSE
LA003,Store_3,Snacks,12/23/24,48.0,479.43,90017,FALSE
LA008,Store_8,Beverages,12/23/24,10.0,63.4,90021,TRUE
LA001,Store_1,Snacks,12/23/24,30.0,503.2,90034,FALSE
LA004,Store_4,Produce,12/23/24,6.0,474.14,90005,FALSE
LA010,Store_10,snacks,12/23/24,48.0,878.63,90003,FALSE
LA008,Store_8,Snacks,12/23/24,11.0,58.66,90015,TRUE
LA002,Store_2,personal care,12/23/24,22.0,34.96,90019,TRUE
LA010,Store_10,household,12/23/24,13.0,578.17,900XX,TRUE
LA010,Store_10,Snacks,12/23/24,,289.98,90001,FALSE
LA007,Store_7,Household,12/23/24,47.0,326.7,90025,FALSE
LA009,Store_9,produce,12/23/24,,718.5,90032,FALSE
LA003,Store_3,Snacks,12/23/24,41.0,93.03,90033,TRUE
LA003,Store_3,Personal Care,12/23/24,47.0,551.78,90028,TRUE
LA006,Store_6,Personal Care,12/23/24,28.0,45.61,90025,TRUE
