store_id,store_name,product_category,date,Unit sales,DOLLAR SALES,store_zip,promotion_flag
LA002,Store_2,Snacks,12/29/24,12.0,32.51,90016,FALSE
LA007,Store_7,Personal Care,12/29/24,13.0,350.39,90027,TRUE
LA008,Store_8,Produce,12/29/24,,286.25,900XX,FALSE
LA009,Store_9,Personal Care,12/29/24,42.0,254.71,90002,FALSE
LA005,Store_5,Personal Care,12/29/24,46.0,835.54,90024,TRUE
LA008,Store_8,Personal Care,12/29/24,3.0,338.89,90026,TRUE
LA003,Store_3,beverages,12/29/24,41.0,642.43,90032,TRUE
LA010,Store_10,Household,12/29/24,21.0,808.99,90020,FALSE
LA009,Store_9,snacks,12/29/24,43.0,605.98,900XX,TRUE
LA005,Store_5,snacks,12/29/24,,551.59,90015,TRUE
LA005,Store_5,Household,12/29/24,30.0,515.67,90020,TRUE
LA002,Store_2,Produce,12/29/24,12.0,292.58,90001,TRUE
LA004,Store_4,Snacks,12/29/24,47.0,849.48,90025,TRUE
LA003,Store_3,Snacks,12/29/24,12.0,258.28,90015,TRUE
LA005,Store_5,Produce,12/29/24,17.0,630.83,90017,FALSE
LA006,Store_6,Personal Care,12/29/24,41.0,621.47,90031,TRUE
LA009,Store_9,Snacks,12/29/24,44.0,718.68,90026,FALSE
LA002,Store_2,Produce,12/29/24,30.0,242.15,90018,TRUE
LA008,Store_8,personal care,12/29/24,37.0,346.34,90002,TRUE
LA006,Store_6,Beverages,12/29/24,31.0,307.89,90004,FALSE
LA005,Store_5,Personal Care,12/29/24,2.0,400.72,90020,FALSE
LA007,Store_7,Produce,12/29/24,24.0,544.84,90014,TRUE
LA009,Store_9,snacks,12/29/24,37.0,366.67,900XX,FALSE
LA010,Store_10,Personal Care,12/29/24,37.0,679.15,90012,TRUE
LA002,Store_2,Produce,12/29/24,30.0,362.43,90025,TRUE
LA005,Store_5,Produce,12/29/24,14.0,398.53,90005,FALSE
LA001,Store_1,Household,12/29/24,36.0,621.24,90034,FALSE
LA008,Store_8,Beverages,12/29/24,21.0,689.11,90028,FALSE
LA007,Store_7,Personal Care,12/29/24,32.0,606.19,90001,TRUE
LA004,Store_4,Household,12/29/24,1.0,553.4,90034,TRUE
LA003,Store_3,Beverages,12/29/24,28.0,92.64,90006,FALSE
LA005,Store_5,Snacks,12/29/24,,863.08,90006,TRUE
LA008,Store_8,Household,12/29/24,7.0,593.72,90029,
LA006,Store_6,personal care,12/29/24,30.0,20.31,90025,TRUE
LA005,Store_5,Beverages,12/29/24,29.0,456.83,90026,FALSE
LA002,Store_2,Snacks,12/29/24,25.0,784.58,900XX,
LA010,Store_10,Personal Care,12/29/24,47.0,786.26,90016,TRUE
LA008,Store_8,Beverages,12/29/24,44.0,338.67,90025,TRUE
LA009,Store_9,Household,12/29/24,2.0,407.63,90002,FALSE
LA001,Store_1,Snacks,12/29/24,6.0,486.14,90005,FALSE
LA005,Store_5,Snacks,12/29/24,16.0,827.71,90034,FALSE
LA001,Store_1,household,12/29/24,,552.32,90029,FALSE
LA009,Store_9,Beverages,12/29/24,41.0,676.85,90001,FALSE
LA002,Store_2,Snacks,12/29/24,13.0,518.1,90021,TRUE
LA001,Store_1,Snacks,12/29/24,28.0,254.56,90006,TRUE
LA010,Store_10,Produce,12/29/24,18.0,14.5,90029,TRUE
LA005,Store_5,Personal Care,12/29/24,41.0,293.16,90001,TRUE
LA002,Store_2,Personal Care,12/29/24,38.0,384.48,90019,TRUE
LA006,Store_6,Household,12/29/24,10.0,421.13,90007,TRUE
LA007,Store_7,Beverages,12/29/24,37.0,871.27,90019,TRUE
LA004,Store_4,Personal Care,12/29/24,19.0,678.26,90016,
LA010,Store_10,Personal Care,12/29/24,28.0,379.7,90028,FALSE
LA004,Store_4,Personal Care,12/29/24,39.0,854.45,90014,TRUE
LA010,Store_10,Produce,12/29/24,48.0,881.22,90013,FALSE
LA010,Store_10,Household,12/29/24,43.0,797.43,90028,FALSE
LA004,Store_4,Snacks,12/29/24,19.0,745.26,90034,FALSE
LA005,Store_5,household,12/29/24,42.0,163.32,90014,FALSE
LA007,Store_7,Beverages,12/29/24,9.0,552.64,90003,FALSE
LA001,Store_1,Produce,12/29/24,41.0,430.0,900XX,FALSE
LA009,Store_9,Produce,12/29/24,11.0,417.41,90008,TRUE
LA006,Store_6,beverages,12/29/24,14.0,524.07,90025,TRUE
LA003,Store_3,Personal Care,12/29/24,39.0,755.71,90034,FALSE
LA002,Store_2,beverages,12/29/24,27.0,781.69,90032,FALSE
LA005,Store_5,Personal Care,12/29/24,50.0,550.21,90026,
LA008,Store_8,Beverages,12/29/24,26.0,747.19,90002,FALSE
LA007,Store_7,Beverages,12/29/24,17.0,684.57,90029,TRUE
LA006,Store_6,Household,12/29/24,16.0,718.04,90004,TRUE
LA008,Store_8,Snacks,12/29/24,49.0,241.4,90016,FALSE
LA005,Store_5,Personal Care,12/29/24,,134.62,90001,FALSE
LA010,Store_10,Household,12/29/24,46.0,150.89,90017,FALSE
LA003,Store_3,Produce,12/29/24,19.0,774.64,90008,
